"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Tranquil Cove","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","340","False","False",""
"1","1","Tranquil Cove","fdn","Near Mint","English","","","2024-12-31 08:57:06.903000","270","False","False",""
"1","1","Tranquil Thicket","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","341","False","False",""
"1","1","Transmogrifying Wand","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","981","False","False",""
"1","1","Trap the Trespassers","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","25","False","False",""
"1","1","Travel Through Caradhras","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","44","False","False",""
"1","1","Traveler's Amulet","rix","Near Mint","English","foil","","2025-01-02 01:52:54.810000","184","False","False",""
"1","1","Traveler's Amulet","2x2","Near Mint","English","foil","","2024-12-30 19:29:28.333000","316","False","False",""
"1","1","Treason of Isengard","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","74","False","False",""
"1","1","Treasure","tclb","Near Mint","English","foil","","2024-12-31 08:13:15.180000","17","False","False",""
"1","1","Treasure Nabber","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","230","False","False",""
"1","1","Treebeard, Gracious Host","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","73","False","False",""
"1","1","Treeguard Duo","blb","Near Mint","English","","","2024-12-30 21:56:01.003000","200","False","False",""
"1","1","Treeguard Duo","blb","Near Mint","English","foil","","2024-12-30 21:56:11.857000","200","False","False",""
"4","4","Treetop Sentries","blb","Near Mint","English","","","2024-12-30 21:53:16.800000","201","False","False",""
"2","2","Trespasser il-Vec","tsr","Near Mint","English","foil","","2025-01-02 01:12:22.300000","147","False","False",""
"1","1","Trigon of Mending","som","Near Mint","English","foil","","2024-12-30 19:29:40.943000","215","False","False",""
"2","2","Triton Fortune Hunter","ths","Near Mint","English","foil","","2025-01-02 00:18:41.883000","69","False","False",""
"2","2","Triton Shorethief","ths","Near Mint","English","foil","","2025-01-02 00:08:48.420000","70","False","False",""
"1","1","Troll of Khazad-dûm","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","111","False","False",""
"1","1","Tromp the Domains","tsr","Near Mint","English","foil","","2025-01-01 20:47:12.660000","242","False","False",""
"4","4","Trove Tracker","cmr","Near Mint","English","foil","","2025-01-02 00:20:15.847000","104","False","False",""
"3","3","Trusty Packbeast","cmr","Near Mint","English","foil","","2024-12-30 20:29:43.687000","53","False","False",""
"2","2","Tuinvale Treefolk // Oaken Boon","eld","Near Mint","English","foil","","2025-01-01 20:54:43.497000","180","False","False",""
"1","1","Tumble Magnet","2xm","Near Mint","English","foil","","2025-01-02 02:00:57.217000","304","False","False",""
"1","1","Tura Kennerüd, Skyknight","dmu","Near Mint","English","","","2024-12-31 08:23:50.077000","323","False","False",""
"2","2","Turntimber Ascetic","znr","Near Mint","English","foil","","2025-01-01 21:02:17.567000","214","False","False",""
"1","1","Twisted Abomination","2xm","Near Mint","English","foil","","2025-01-02 01:29:51.147000","111","False","False",""
"2","2","Tymaret, Chosen from Death","thb","Near Mint","English","foil","","2025-01-02 00:55:07.813000","119","False","False",""
"13","13","Tymaret, Chosen from Death","thb","Near Mint","English","foil","","2025-01-02 00:56:11.840000","263","False","False",""
"1","1","Tyrite Sanctum","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1049","False","False",""
"1","1","Ugin, the Ineffable","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","811","False","False",""
"1","1","Ugin's Mastery","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","718","False","False",""
"1","1","Uktabi Drake","tsr","Near Mint","English","foil","","2025-01-01 21:02:59.293000","243","False","False",""
"2","2","Ultimate Price","f15","Near Mint","English","foil","","2025-01-02 00:59:58.407000","10","False","False",""
"1","1","Umezawa's Jitte","sld","Near Mint","English","foil","","2025-01-01 20:15:56.287000","1288","False","False",""
"4","4","Unbounded Potential","mh2","Near Mint","English","foil","","2024-12-30 20:36:23.213000","36","False","False",""
"1","1","Unbreakable Formation","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","710","False","False",""
"1","1","Unbreakable Formation","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","78","False","False",""
"1","1","Unbreakable Formation","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","179","False","False",""
"2","2","Uncharted Haven","blb","Near Mint","English","","","2024-12-30 21:08:34.107000","261","False","False",""
"1","1","Unclaimed Territory","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","366","False","False",""
"1","1","Underground River","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","342","False","False",""
"6","6","Underworld Fires","thb","Near Mint","English","foil","","2025-01-01 23:21:31.983000","162","False","False",""
"3","3","Universal Solvent","cmr","Near Mint","English","foil","","2025-01-02 01:52:10.650000","347","False","False",""
"2","2","Unlicensed Disintegration","2xm","Near Mint","English","foil","","2025-01-02 01:41:54.613000","224","False","False",""
"1","1","Unstable Obelisk","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","416","False","False",""
"1","1","Urza, Chief Artificer","brc","Near Mint","English","etched","","2025-01-01 20:30:47.480000","40","False","False",""
"1","1","Urza, Chief Artificer","brc","Near Mint","English","foil","","2025-01-02 03:34:38.403000","2","False","False",""
"1","1","Urza's Incubator","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","C15-273","False","False",""
"1","1","Urza's Mine","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1051","False","False",""
"1","1","Urza's Power Plant","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1052","False","False",""
"1","1","Urza's Ruinous Blast","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","79","False","False",""
"1","1","Urza's Tower","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1053","False","False",""
"1","1","Utility Knife","znr","Near Mint","English","foil","","2025-01-02 01:51:32.467000","256","False","False",""
"1","1","Utopia Vow","tsr","Near Mint","English","foil","","2025-01-01 20:38:25.387000","245","False","False",""
"1","1","Utvara Hellkite","sld","Near Mint","English","foil","","2025-01-01 20:10:44.280000","1273","False","False",""
"2","2","Valakut Invoker","cmr","Near Mint","English","foil","","2025-01-01 23:32:11.623000","206","False","False",""
"1","1","Valiant Changeling","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","711","False","False",""
"1","1","Valkyrie Harbinger","sld","Near Mint","English","foil","","2025-01-02 03:35:14.457000","1347","False","False",""
"13","13","Valkyrie's Sword","khm","Near Mint","English","foil","","2024-12-30 20:29:48.863000","36","False","False",""
"1","1","Valley Mightcaller","blb","Near Mint","English","","","2025-01-01 21:18:43.273000","202","False","False",""
"1","1","Valley Mightcaller","blb","Near Mint","English","","","2025-01-01 21:18:42.280000","326","False","False",""
"1","1","Valley Rally","blb","Near Mint","English","","","2024-12-31 06:06:57.450000","159","False","False",""
"1","1","Vanguard Seraph","fdn","Near Mint","English","","","2024-12-30 19:28:08.107000","28","False","False",""
"1","1","Vanquisher's Banner","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","289","False","False",""
"1","1","Vanquisher's Banner","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","XLN-251","False","False",""
"1","1","Vaporkin","ths","Near Mint","English","foil","","2025-01-02 00:13:44.273000","72","False","False",""
"1","1","Vault of the Archangel","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","927","False","False",""
"1","1","Vault of Whispers","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","211","False","False",""
"1","1","Vault Robber","khm","Near Mint","English","foil","","2025-01-01 23:25:55.800000","158","False","False",""
"1","1","Vedalken Humiliator","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","100","False","False",""
"1","1","Verdant Sun's Avatar","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","262","False","False",""
"1","1","Verge Rangers","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","180","False","False",""
"1","1","Veteran Guardmouse","blb","Near Mint","English","","","2024-12-31 06:22:52.907000","237","False","False",""
"1","1","Village Bell-Ringer","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","181","False","False",""
"1","1","Vindicate","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","131","False","False",""
"1","1","Vineglimmer Snarl","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","343","False","False",""
"1","1","Visions of Glory","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","182","False","False",""
"4","4","Voice of the Blessed","vow","Near Mint","English","foil","","2024-12-30 20:41:46.167000","44","False","False",""
"1","1","Volcanic Torrent","cmr","Near Mint","English","foil","","2025-01-01 20:22:04.823000","208","False","False",""
"1","1","Voracious Fell Beast","ltr","Near Mint","English","","","2025-01-02 03:16:17.650000","113","False","False",""
"1","1","Voracious Fell Beast","ltr","Near Mint","English","","","2024-12-31 08:00:05.660000","113","False","False",""
"1","1","Vow of Lightning","cmr","Near Mint","English","foil","","2025-01-01 20:19:38.117000","209","False","False",""
"2","2","Vow of Torment","cmr","Near Mint","English","foil","","2025-01-02 01:14:04.900000","159","False","False",""
"1","1","Wake the Dragon","ltc","Near Mint","English","","","2025-01-02 03:16:17.650000","74","False","False",""
"4","4","Wake the Reflections","dgm","Near Mint","English","","","2024-12-30 19:23:40.683000","10","False","False",""
"1","1","Wakening Sun's Avatar","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","139","False","False",""
"2","2","War Priest of Thune","m11","Near Mint","English","","","2024-12-30 20:29:57.960000","38","False","False",""
"1","1","War Room","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","CMR-361","False","False",""
"1","1","War Room","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1054","False","False",""
"1","1","War Room","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","929","False","False",""
"2","2","War Squeak","blb","Near Mint","English","","","2024-12-30 20:59:22.080000","160","False","False",""
"5","5","Warden of the Chained","thb","Near Mint","English","foil","","2025-01-02 01:41:34.620000","230","False","False",""
"1","1","Warm Welcome","snc","Near Mint","English","foil","","2024-12-31 08:17:45.783000","164","False","False",""
"1","1","Warping Wail","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","812","False","False",""
"1","1","Warren Elder","blb","Near Mint","English","","","2024-12-30 20:56:49.223000","37","False","False",""
"15","15","Wastes","cmm","Near Mint","English","","","2025-01-02 03:18:57.677000","1056","False","False",""
"1","1","Waterspout Warden","blb","Near Mint","English","","","2024-12-31 05:55:30.610000","80","False","False",""
"2","2","Wavecrash Triton","ths","Near Mint","English","foil","","2025-01-02 00:17:53.393000","74","False","False",""
"1","1","Wayfarer's Bauble","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","290","False","False",""
"1","1","Wayta, Trainer Prodigy","lcc","Near Mint","English","foil","","2025-01-02 03:20:11.470000","7","False","False",""
"1","1","Wayward Swordtooth","lcc","Near Mint","English","","","2025-01-02 03:20:11.470000","263","False","False",""
"1","1","Weapons Trainer","2xm","Near Mint","English","foil","","2025-01-02 01:39:26.700000","228","False","False",""
"1","1","Weaselback Redcap","eld","Near Mint","English","foil","","2025-01-01 23:20:00.627000","148","False","False",""
"1","1","Weathered Wayfarer","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","183","False","False",""
"1","1","Weldfast Engineer","aer","Near Mint","English","foil","","2025-01-02 01:45:55.400000","139","False","False",""
"1","1","Welding Sparks","cmr","Near Mint","English","foil","","2025-01-01 20:24:12.773000","210","False","False",""
"1","1","Well of Lost Dreams","plst","Near Mint","English","","","2025-01-02 03:35:14.457000","DST-159","False","False",""
"1","1","Well of Lost Dreams","ltc","Near Mint","English","","","2025-01-02 03:17:40.530000","291","False","False",""
"1","1","Whirler Rogue","brc","Near Mint","English","","","2025-01-02 03:34:38.403000","101","False","False",""
"1","1","Whirlwind Denial","thb","Near Mint","English","foil","","2025-01-02 00:20:39.887000","81","False","False",""
"1","1","Whiskerquill Scribe","blb","Near Mint","English","","","2024-12-31 06:05:46.047000","161","False","False",""
"1","1","Whispersilk Cloak","ltc","Near Mint","English","","","2025-01-02 03:16:37.853000","292","False","False",""
"4","4","White Knight","m10","Near Mint","English","","","2024-12-30 20:30:06.497000","41","False","False",""
"2","2","Wicked Guardian","eld","Near Mint","English","foil","","2025-01-02 01:18:15.557000","109","False","False",""
"1","1","Wick's Patrol","blb","Near Mint","English","","","2024-12-30 22:00:42.173000","121","False","False",""
"1","1","Wild Celebrants","cmr","Near Mint","English","foil","","2025-01-01 23:45:49.547000","212","False","False",""
"1","1","Wildsize","cmr","Near Mint","English","foil","","2025-01-01 21:03:42.573000","264","False","False",""
"1","1","Wildwood Scourge","fdn","Near Mint","English","","","2024-12-31 08:30:12.597000","236","False","False",""
"1","1","Windbrisk Heights","ltc","Near Mint","English","","","2025-01-02 03:15:14.220000","345","False","False",""
"1","1","Windbrisk Heights","clb","Near Mint","English","","","2025-01-02 03:35:54.547000","930","False","False",""
